date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
7/15/2023,Dhaka,Gopalganj,Gopalgonj Sadar,23.009943,89.827767,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47,0.4374
7/15/2023,Dhaka,Gopalganj,Gopalgonj Sadar,23.009943,89.827767,oil and fats,Oil (palm),L,aggregate,Retail,BDT,139.5,1.2983
7/15/2023,Dhaka,Kishoreganj,Kishoregonj Sadar,24.460548,90.780494,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,42.52,0.3957
7/15/2023,Dhaka,Kishoreganj,Kishoregonj Sadar,24.460548,90.780494,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,59,0.5491
7/15/2023,Dhaka,Kishoreganj,Kishoregonj Sadar,24.460548,90.780494,oil and fats,Oil (palm),L,aggregate,Retail,BDT,128.3,1.194
7/15/2023,Dhaka,Kishoreganj,Kishoregonj Sadar,24.460548,90.780494,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,97.5,0.9074
7/15/2023,Dhaka,Manikganj,Manikganj Sadar,23.865521,90.027655,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,52.82,0.4916
7/15/2023,Dhaka,Manikganj,Manikganj Sadar,23.865521,90.027655,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,62.5,0.5817
7/15/2023,Dhaka,Manikganj,Manikganj Sadar,23.865521,90.027655,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,97.5,0.9074
7/15/2023,Dhaka,Munshiganj,Munshiganj Sadar,23.550013,90.526029,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,49,0.456
7/15/2023,Dhaka,Munshiganj,Munshiganj Sadar,23.550013,90.526029,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,61,0.5677
7/15/2023,Dhaka,Munshiganj,Munshiganj Sadar,23.550013,90.526029,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,95.94,0.8929
7/15/2023,Dhaka,Narayanganj,Narayanganj Sadar,23.624656,90.500162,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,49,0.456
7/15/2023,Dhaka,Narsingdi,Narsingdi Sadar,23.939138,90.727139,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,61.8,0.5751
7/15/2023,Dhaka,Rajbari,Rajbari Sadar,23.765397,89.648304,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47,0.4374
7/15/2023,Dhaka,Rajbari,Rajbari Sadar,23.765397,89.648304,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,58.69,0.5462
7/15/2023,Dhaka,Shariatpur,Shariatpur Sadar,23.219974,90.349367,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47,0.4374
7/15/2023,Dhaka,Shariatpur,Shariatpur Sadar,23.219974,90.349367,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,92.5,0.8609
7/15/2023,Dhaka,Tangail,Tangail sadar Market,24.250265,89.913873,oil and fats,Oil (palm),L,aggregate,Retail,BDT,137.5,1.2796
7/15/2023,Khulna,Bagerhat,Bagerhat Sadar,22.665347,89.792432,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,45.5,0.4234
7/15/2023,Khulna,Bagerhat,Bagerhat Sadar,22.665347,89.792432,oil and fats,Oil (palm),L,aggregate,Retail,BDT,133.06,1.2383
7/15/2023,Khulna,Chuadanga,Chuadanga Sadar,23.588888,88.93701,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,49,0.456
7/15/2023,Khulna,Chuadanga,Chuadanga Sadar,23.588888,88.93701,oil and fats,Oil (palm),L,aggregate,Retail,BDT,129,1.2005
7/15/2023,Khulna,Jessore,Jessore Sadar,23.161235,89.231688,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,51,0.4746
7/15/2023,Khulna,Jessore,Jessore Sadar,23.161235,89.231688,oil and fats,Oil (palm),L,aggregate,Retail,BDT,123.5,1.1494
7/15/2023,Khulna,Jessore,Jessore Sadar,23.161235,89.231688,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,93.5,0.8702
7/15/2023,Khulna,Jhenaidah,Jhenaidah Sadar,23.543897,89.172139,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,43.5,0.4048
7/15/2023,Khulna,Khulna,Khulna Sadar,22.814519,89.552136,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,46.89,0.4364
7/15/2023,Khulna,Khulna,Khulna Sadar,22.814519,89.552136,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,64.71,0.6022
7/15/2023,Khulna,Khulna,Khulna Sadar,22.814519,89.552136,oil and fats,Oil (palm),L,aggregate,Retail,BDT,133.5,1.2424
7/15/2023,Khulna,Khulna,Khulna Sadar,22.814519,89.552136,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,97.5,0.9074
7/15/2023,Khulna,Kushtia,Kushtia Sadar,23.885953,89.08728,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,45.5,0.4234
7/15/2023,Khulna,Kushtia,Kushtia Sadar,23.885953,89.08728,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,56,0.5212
7/15/2023,Khulna,Kushtia,Kushtia Sadar,23.885953,89.08728,oil and fats,Oil (palm),L,aggregate,Retail,BDT,126,1.1726
7/15/2023,Khulna,Magura,Magura Sadar,23.485296,89.42001,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,45,0.4188
7/15/2023,Khulna,Magura,Magura Sadar,23.485296,89.42001,oil and fats,Oil (palm),L,aggregate,Retail,BDT,123,1.1447
7/15/2023,Khulna,Magura,Magura Sadar,23.485296,89.42001,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,92.5,0.8609
7/15/2023,Khulna,Meherpur,Meherpur Sadar,23.768677,88.631436,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47,0.4374
7/15/2023,Khulna,Narail,Narail Sadar,23.160571,89.507879,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,45,0.4188
7/15/2023,Khulna,Narail,Narail Sadar,23.160571,89.507879,oil and fats,Oil (palm),L,aggregate,Retail,BDT,133,1.2378
7/15/2023,Khulna,Satkhira,Satkhira Sadar,22.712563,89.070805,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,49.5,0.4607
7/15/2023,Khulna,Satkhira,Satkhira Sadar,22.712563,89.070805,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,63,0.5863
7/15/2023,Khulna,Satkhira,Satkhira Sadar,22.712563,89.070805,oil and fats,Oil (palm),L,aggregate,Retail,BDT,125.5,1.168
7/15/2023,Khulna,Satkhira,Satkhira Sadar,22.712563,89.070805,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,95,0.8841
7/15/2023,Mymensingh,Jamalpur,Jamalpur Sadar,24.927398,89.947978,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,45,0.4188
7/15/2023,Mymensingh,Jamalpur,Jamalpur Sadar,24.927398,89.947978,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,62.5,0.5817
7/15/2023,Mymensingh,Jamalpur,Jamalpur Sadar,24.927398,89.947978,oil and fats,Oil (palm),L,aggregate,Retail,BDT,129.93,1.2092
7/15/2023,Mymensingh,Jamalpur,Jamalpur Sadar,24.927398,89.947978,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,96.5,0.8981
7/15/2023,Mymensingh,Mymensingh,Mymensing Sadar,24.746167,90.410026,oil and fats,Oil (palm),L,aggregate,Retail,BDT,127.5,1.1866
7/15/2023,Mymensingh,Mymensingh,Mymensing Sadar,24.746167,90.410026,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,92.5,0.8609
7/15/2023,Mymensingh,Netrakona,Netrakona Sadar,24.881191,90.732867,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47,0.4374
7/15/2023,Mymensingh,Netrakona,Netrakona Sadar,24.881191,90.732867,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,62.5,0.5817
7/15/2023,Mymensingh,Netrakona,Netrakona Sadar,24.881191,90.732867,oil and fats,Oil (palm),L,aggregate,Retail,BDT,134,1.2471
7/15/2023,Mymensingh,Netrakona,Netrakona Sadar,24.881191,90.732867,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,97.5,0.9074
7/15/2023,Mymensingh,Sherpur,Sherpur Sadar,25.019299,90.014477,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,43.5,0.4048
7/15/2023,Mymensingh,Sherpur,Sherpur Sadar,25.019299,90.014477,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,62,0.577
7/15/2023,Mymensingh,Sherpur,Sherpur Sadar,25.019299,90.014477,oil and fats,Oil (palm),L,aggregate,Retail,BDT,127.5,1.1866
7/15/2023,Mymensingh,Sherpur,Sherpur Sadar,25.019299,90.014477,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,104,0.9679
7/15/2023,Rajshahi,Bogra,Bogra Sadar,24.848602,89.372514,oil and fats,Oil (palm),L,aggregate,Retail,BDT,131,1.2192
7/15/2023,Rajshahi,Joypurhat,Jaipurhat Sadar,25.101843,89.026161,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,45.5,0.4234
7/15/2023,Rajshahi,Joypurhat,Jaipurhat Sadar,25.101843,89.026161,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,54.62,0.5083
7/15/2023,Rajshahi,Joypurhat,Jaipurhat Sadar,25.101843,89.026161,oil and fats,Oil (palm),L,aggregate,Retail,BDT,126.19,1.1744
7/15/2023,Rajshahi,Joypurhat,Jaipurhat Sadar,25.101843,89.026161,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,97.44,0.9069
7/15/2023,Rajshahi,Naogaon,Naogaon Sadar,24.807483,88.943705,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,37.5,0.349
7/15/2023,Rajshahi,Naogaon,Naogaon Sadar,24.807483,88.943705,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,64,0.5956
7/15/2023,Rajshahi,Naogaon,Naogaon Sadar,24.807483,88.943705,oil and fats,Oil (palm),L,aggregate,Retail,BDT,140.5,1.3076
7/15/2023,Rajshahi,Natore,Natore Sadar,24.412545,88.984501,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,44,0.4095
7/15/2023,Rajshahi,Natore,Natore Sadar,24.412545,88.984501,oil and fats,Oil (palm),L,aggregate,Retail,BDT,129,1.2005
7/15/2023,Rajshahi,Nawabganj,Nawabgonj Sadar,24.602078,88.279827,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,45.67,0.425
7/15/2023,Rajshahi,Nawabganj,Nawabgonj Sadar,24.602078,88.279827,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,59,0.5491
7/15/2023,Rajshahi,Nawabganj,Nawabgonj Sadar,24.602078,88.279827,oil and fats,Oil (palm),L,aggregate,Retail,BDT,125.5,1.168
7/15/2023,Rajshahi,Pabna,Pabna Sadar,24.006315,89.237345,oil and fats,Oil (palm),L,aggregate,Retail,BDT,128.77,1.1984
7/15/2023,Rajshahi,Rajshahi,Rajshahi Sadar,24.365515,88.598685,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,61,0.5677
7/15/2023,Rajshahi,Rajshahi,Rajshahi Sadar,24.365515,88.598685,oil and fats,Oil (palm),L,aggregate,Retail,BDT,128.24,1.1935
7/15/2023,Rajshahi,Rajshahi,Rajshahi Sadar,24.365515,88.598685,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,99,0.9213
7/15/2023,Rajshahi,Sirajganj,Sirajgonj Sadar,24.457389,89.704789,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,45.5,0.4234
7/15/2023,Rajshahi,Sirajganj,Sirajgonj Sadar,24.457389,89.704789,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,57.5,0.5351
7/15/2023,Rajshahi,Sirajganj,Sirajgonj Sadar,24.457389,89.704789,oil and fats,Oil (palm),L,aggregate,Retail,BDT,127,1.1819
7/15/2023,Rajshahi,Sirajganj,Sirajgonj Sadar,24.457389,89.704789,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,97.5,0.9074
7/15/2023,Rangpur,Dinajpur,Dinajpur Sadar,25.621748,88.643629,oil and fats,Oil (palm),L,aggregate,Retail,BDT,126.08,1.1733
7/15/2023,Rangpur,Dinajpur,Dinajpur Sadar,25.621748,88.643629,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,97.5,0.9074
7/15/2023,Rangpur,Gaibandha,Gaibandha Sadar,25.331922,89.551041,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,43.76,0.4072
7/15/2023,Rangpur,Gaibandha,Gaibandha Sadar,25.331922,89.551041,oil and fats,Oil (palm),L,aggregate,Retail,BDT,131,1.2192
7/15/2023,Rangpur,Kurigram,Kurigram Sadar,25.81361,89.649087,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,44.77,0.4166
7/15/2023,Rangpur,Kurigram,Kurigram Sadar,25.81361,89.649087,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,64.57,0.6009
7/15/2023,Rangpur,Kurigram,Kurigram Sadar,25.81361,89.649087,oil and fats,Oil (palm),L,aggregate,Retail,BDT,133.64,1.2438
7/15/2023,Rangpur,Kurigram,Kurigram Sadar,25.81361,89.649087,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,97.5,0.9074
7/15/2023,Rangpur,Lalmonirhat,Lalmonirhat Sadar,25.913275,89.44713,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,41.5,0.3862
7/15/2023,Rangpur,Lalmonirhat,Lalmonirhat Sadar,25.913275,89.44713,oil and fats,Oil (palm),L,aggregate,Retail,BDT,124.5,1.1587
7/15/2023,Rangpur,Lalmonirhat,Lalmonirhat Sadar,25.913275,89.44713,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,95,0.8841
7/15/2023,Rangpur,Nilphamari,Nilphamari Sadar,25.848341,88.871691,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,67.5,0.6282
7/15/2023,Rangpur,Nilphamari,Nilphamari Sadar,25.848341,88.871691,oil and fats,Oil (palm),L,aggregate,Retail,BDT,124.5,1.1587
7/15/2023,Rangpur,Panchagarh,Panchagarh Sadar,26.334302,88.556299,oil and fats,Oil (palm),L,aggregate,Retail,BDT,131.24,1.2214
7/15/2023,Rangpur,Rangpur,Rangpur Municipality Market,25.748038,89.254719,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,43,0.4002
7/15/2023,Rangpur,Rangpur,Rangpur Municipality Market,25.748038,89.254719,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,59,0.5491
7/15/2023,Rangpur,Rangpur,Rangpur Municipality Market,25.748038,89.254719,oil and fats,Oil (palm),L,aggregate,Retail,BDT,124,1.154
7/15/2023,Rangpur,Rangpur,Rangpur Municipality Market,25.748038,89.254719,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,97.5,0.9074
7/15/2023,Rangpur,Thakurgaon,Thakurgaon Sadar,26.020304,88.46925,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,58.6,0.5454
7/15/2023,Rangpur,Thakurgaon,Thakurgaon Sadar,26.020304,88.46925,oil and fats,Oil (palm),L,aggregate,Retail,BDT,129,1.2005
7/15/2023,Rangpur,Thakurgaon,Thakurgaon Sadar,26.020304,88.46925,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,105,0.9772
7/15/2023,Sylhet,Habiganj,Habigonj Sadar,24.369564,91.41768,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,44.5,0.4141
7/15/2023,Sylhet,Habiganj,Habigonj Sadar,24.369564,91.41768,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,66.5,0.6189
7/15/2023,Sylhet,Habiganj,Habigonj Sadar,24.369564,91.41768,oil and fats,Oil (palm),L,aggregate,Retail,BDT,132.5,1.2331
7/15/2023,Sylhet,Maulvibazar,Maulavibazar Sadar,24.491369,91.763765,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,46.09,0.4289
7/15/2023,Sylhet,Maulvibazar,Maulavibazar Sadar,24.491369,91.763765,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,62.5,0.5817
7/15/2023,Sylhet,Maulvibazar,Maulavibazar Sadar,24.491369,91.763765,oil and fats,Oil (palm),L,aggregate,Retail,BDT,145,1.3494
7/15/2023,Sylhet,Maulvibazar,Maulavibazar Sadar,24.491369,91.763765,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,98.06,0.9126
7/15/2023,Sylhet,Sunamganj,Sunamgonj Sadar,25.072282,91.400318,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,39,0.363
7/15/2023,Sylhet,Sunamganj,Sunamgonj Sadar,25.072282,91.400318,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,61.5,0.5724
7/15/2023,Sylhet,Sunamganj,Sunamgonj Sadar,25.072282,91.400318,oil and fats,Oil (palm),L,aggregate,Retail,BDT,137.5,1.2796
7/15/2023,Sylhet,Sylhet,Sylhet Sadar,24.890531,91.871936,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,66.5,0.6189
7/15/2023,Sylhet,Sylhet,Sylhet Sadar,24.890531,91.871936,oil and fats,Oil (palm),L,aggregate,Retail,BDT,133,1.2378
7/15/2023,Sylhet,Sylhet,Sylhet Sadar,24.890531,91.871936,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,95,0.8841
8/15/2023,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,59,0.5393
8/15/2023,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,oil and fats,Oil (palm),L,aggregate,Retail,BDT,133,1.2157
8/15/2023,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,127.5,1.1654
8/15/2023,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47.75,0.4365
8/15/2023,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,55.7,0.5091
8/15/2023,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,oil and fats,Oil (palm),L,aggregate,Retail,BDT,126.5,1.1563
8/15/2023,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,93.25,0.8524
8/15/2023,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,44.5,0.4068
8/15/2023,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,63.45,0.58
8/15/2023,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,oil and fats,Oil (palm),L,aggregate,Retail,BDT,133,1.2157
8/15/2023,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,111.5,1.0192
8/15/2023,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47,0.4296
8/15/2023,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,59.5,0.5439
8/15/2023,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,oil and fats,Oil (palm),L,aggregate,Retail,BDT,126.5,1.1563
8/15/2023,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,99,0.9049
8/15/2023,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47.5,0.4342
8/15/2023,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,61,0.5576
8/15/2023,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,oil and fats,Oil (palm),L,aggregate,Retail,BDT,139,1.2706
8/15/2023,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,122.5,1.1197
8/15/2023,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47.5,0.4342
8/15/2023,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,59,0.5393
8/15/2023,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,oil and fats,Oil (palm),L,aggregate,Retail,BDT,126,1.1517
8/15/2023,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,93.25,0.8524
8/15/2023,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,45,0.4113
8/15/2023,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,64.5,0.5896
8/15/2023,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,oil and fats,Oil (palm),L,aggregate,Retail,BDT,136,1.2431
8/15/2023,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,115,1.0512
8/15/2023,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,58.5,0.5347
8/15/2023,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,oil and fats,Oil (palm),L,aggregate,Retail,BDT,125,1.1426
8/15/2023,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,118.75,1.0855
8/15/2023,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,49,0.4479
8/15/2023,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,55.5,0.5073
8/15/2023,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,oil and fats,Oil (palm),L,aggregate,Retail,BDT,129,1.1792
8/15/2023,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,97.5,0.8912
8/15/2023,Chittagong,Chittagong,Chittagong Sadar,22.570842,91.805812,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,44.5,0.4068
8/15/2023,Chittagong,Chittagong,Chittagong Sadar,22.570842,91.805812,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,55,0.5027
8/15/2023,Chittagong,Chittagong,Chittagong Sadar,22.570842,91.805812,oil and fats,Oil (palm),L,aggregate,Retail,BDT,126,1.1517
8/15/2023,Chittagong,Chittagong,Chittagong Sadar,22.570842,91.805812,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,118.75,1.0855
8/15/2023,Chittagong,Chittagong,Patiya Sadar,22.298192,91.980742,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,45,0.4113
8/15/2023,Chittagong,Chittagong,Patiya Sadar,22.298192,91.980742,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,70,0.6399
8/15/2023,Chittagong,Chittagong,Patiya Sadar,22.298192,91.980742,oil and fats,Oil (palm),L,aggregate,Retail,BDT,159.5,1.458
8/15/2023,Chittagong,Chittagong,Patiya Sadar,22.298192,91.980742,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,112.5,1.0283
8/15/2023,Chittagong,Comilla,Comilla Sadar,23.485893,91.184184,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47.5,0.4342
8/15/2023,Chittagong,Comilla,Comilla Sadar,23.485893,91.184184,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,56,0.5119
8/15/2023,Chittagong,Comilla,Comilla Sadar,23.485893,91.184184,oil and fats,Oil (palm),L,aggregate,Retail,BDT,135,1.234
8/15/2023,Chittagong,Comilla,Comilla Sadar,23.485893,91.184184,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,145,1.3254
8/15/2023,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,21.465323,91.976912,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,44,0.4022
8/15/2023,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,21.465323,91.976912,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,62.5,0.5713
8/15/2023,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,21.465323,91.976912,oil and fats,Oil (palm),L,aggregate,Retail,BDT,138,1.2614
8/15/2023,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,21.465323,91.976912,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,92.5,0.8455
8/15/2023,Chittagong,Feni,Feni Sadar,23.009219,91.399348,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,48,0.4388
8/15/2023,Chittagong,Feni,Feni Sadar,23.009219,91.399348,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,59,0.5393
8/15/2023,Chittagong,Feni,Feni Sadar,23.009219,91.399348,oil and fats,Oil (palm),L,aggregate,Retail,BDT,128.5,1.1746
8/15/2023,Chittagong,Feni,Feni Sadar,23.009219,91.399348,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,98.25,0.8981
8/15/2023,Chittagong,Khagrachhari,Khagrachari Sadar,23.105477,91.98296,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,41,0.3748
8/15/2023,Chittagong,Khagrachhari,Khagrachari Sadar,23.105477,91.98296,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,55.5,0.5073
8/15/2023,Chittagong,Khagrachhari,Khagrachari Sadar,23.105477,91.98296,oil and fats,Oil (palm),L,aggregate,Retail,BDT,132,1.2066
8/15/2023,Chittagong,Khagrachhari,Khagrachari Sadar,23.105477,91.98296,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,91,0.8318
8/15/2023,Chittagong,Lakshmipur,Laxmipur Sadar,22.941107,90.828156,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,60,0.5484
8/15/2023,Chittagong,Lakshmipur,Laxmipur Sadar,22.941107,90.828156,oil and fats,Oil (palm),L,aggregate,Retail,BDT,131,1.1974
8/15/2023,Chittagong,Lakshmipur,Laxmipur Sadar,22.941107,90.828156,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,97.75,0.8935
8/15/2023,Chittagong,Noakhali,Noakhali Sadar,22.885423,91.105533,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,52.5,0.4799
8/15/2023,Chittagong,Noakhali,Noakhali Sadar,22.885423,91.105533,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,57,0.521
8/15/2023,Chittagong,Noakhali,Noakhali Sadar,22.885423,91.105533,oil and fats,Oil (palm),L,aggregate,Retail,BDT,135.5,1.2386
